Whose Fault are the iPhone 4 Reception issues;  Answer: The Government,Whose-Fault-are-the-iPhone-4-Reception-issues-Answer-The-Government,"<p>Full disclosure here, I own an iPhone 4. I also develop software for the iPhone, so I have a vested interest in the iPhone succeeding as a platform. I have seen where you can drop the radio reception of the phone when you press on the lower left hand corner. Any phone you where you hold your hand on the antenna will reduce the reception. Between my previous iPhone 3Gs and my new iPhone 4 I have not been able to see a difference in call quality or data performance. If anything, the iPhone 4 seems like it may be a little better.</p>
<p>The office where I work is in downtown Jacksonville, FL. The AT&amp;T coverage is horrible here, but my iPhone seems to have a better time making phone calls than my 3Gs.</p>
<p>Steve Jobs had a <a href=""http://www.engadget.com/2010/07/16/live-from-apples-iphone-4-press-conference/"">press conference</a> today to discuss the iPhone 4 reception issues. A lot of blame has been placed on Apple for their antenna design, but the iPhone in the United States has always had reception issues and dropped calls. In the past much of the blame has been put on AT&amp;T, but even then there are only certain areas that have bad reception. San Francisco and New York are always mentioned.</p>
<p>So whose fault are the reception issues. The Answer is the Government. In particular, local and state governments. One of the key take aways from that press conference was the amount of time it takes to add a cell tower. Here is an excerpt from the press conference today;</p>
<p style=""padding-left: 30px;""><em>When AT&amp;T wants to add a cell tower in Texas, it takes about three  weeks... w<strong>hen they want to add one in San Francisco, it takes three years</strong>. That's  the single biggest problem they're having. They're spending a lot  expanding their networks, and our data rates are way better on the  iPhone 4, but AT&amp;T has to expand its network, and that's a long  process. I know because we're constantly asking about it. They're trying  really hard, and sometimes I think they should enlist the support of  the users in the community.</em></p>
<p style=""padding-left: 30px;""><em>-</em>Steve Jobs</p>
<p>The reason it takes three years to add a new cell tower in San Francisco is the amount of government required red tape you have to go through to add a new tower. Steve Jobs is hardly an anti-government Tea Party Republican. I don't believe he would have brought it up at the press conference unless the government red tape was really creating problems resolving network issues.</p>
<p>AT&amp;T should enlist their customers to call and right their local representatives to remove the red tape for adding new cell towers.</p>",2011-01-18 03:24:14.000,markdown
Announcing iLottoNumber version 1.0.1,Announcing-iLottoNumber-version-101,<p><img class=""noBorder"" src=""http://www.fekke.com/Content/images/iLottoNumicon.png"" alt=""iLottoNum free"" />We are pleased to announce version 1.0.1 of iLottoNumber. This program randomly picks a number from the starting value to the end  value. It is written as way for groups to quickly pick a number for  giveaways at meetings. This is the Ad supported version of this  application.      You can download this app by going to the following <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=377807340&amp;mt=8"">link</a>.</p>,2011-01-18 03:24:15.000,markdown
Announcing iDogYears 1.0.1,Announcing-iDogYears-101,<p><a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=377664932&amp;mt=8""><img class=""noBorder"" src=""http://www.fekke.com/Content/images/iDogYearsicon.png"" alt=""iDogYears"" /></a>We are happy to announce the newest version of iDogYears. This is a simple program that converts dog years into human years. It  uses the canines actual weight plus the actual age to determine the age. You can install this app by going to this <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=377664932&amp;mt=8"">link</a> at the iTunes App store.</p>,2011-01-18 03:24:15.000,markdown
Don't Mess with Mike from Breaking Bad,Dont-Mess-with-Mike-from-Breaking-Bad,"<p>I am a big fan of the show Breaking Bad on AMC. This is my favorate scene from the season 3 finale. Don't mess with Mike.</p>
<p>&nbsp;</p>
<p><embed type=""application/x-shockwave-flash"" width=""440"" height=""373"" src=""http://c.brightcove.com/services/viewer/federated_f8/1119352258"" bgcolor=""#FFFFFF"" flashvars=""videoId=91370224001&amp;playerId=1119352258&amp;viewerSecureGatewayURL=https://console.brightcove.com/services/amfgateway&amp;servicesURL=http://services.brightcove.com/services&amp;cdnURL=http://admin.brightcove.com&amp;domain=embed&amp;autoStart=false&amp;"" base=""http://admin.brightcove.com"" name=""flashObj"" seamlesstabbing=""false"" swliveconnect=""true"" pluginspage=""http://www.macromedia.com/shockwave/download/index.cgi?P1_Prod_Version=ShockwaveFlash""></embed></p>",2011-01-18 03:24:15.000,markdown
JRCWeather Updated to Version 1.0.2,JRCWeather-Updated-to-Version-102,"<p><img src=""http://fekke.com/Content/images/JRCWeatherIcon.png"" alt=""JRC Weather Icon"" /></p>
<p>The JRC Weather app has just been updated to version 1.0.2. We have added iAd advertisments, as well as a new load screen and a map to our rowing site.</p>
<p>Click this <a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=331466014&amp;mt=8"">link</a> to download the application. If you have already downloaded the application to your iPhone, you should get a notice to upgrade your application automatically.</p>",2011-01-18 03:24:15.000,markdown
Xcode 4 Preview at Appleinsider.com,Xcode-4-Preview-at-Appleinsidercom,"<p>Apple Insider has a nice <a title=""Xcode 4"" href=""http://www.appleinsider.com/articles/10/06/19/inside_apples_new_xcode_4_development_tool.html"">preview</a> of the next version of Apple's Xcode IDE. Xcode 4 was previewed at WWDC, Apple's developer conference earlier this month. I have been developing applications in Xcode for a little over year, and it looks like it fixes a lot of the complaints that I and other developers have had about xcode 3 who have used Visual Studio.</p>
<p>One of the biggest changes is that Interface Builder is no longer a separate application, it is built into Xcode. Another one of that changes is that there is a single window for the whole IDE. You can open up your header file and implementation file at the same time.</p>
<p>I know this will make the Ruby developers happy, Xcode 4 supports git. Apple is also adding a timeline viewer so you can use a time machine like slider to look at you code changes as well as side by side comparisons of the different versions of the file.</p>
<p>I am very excited about this release of Xcode.</p>",2011-01-18 03:24:15.000,markdown
CF9 Web Application Construction Kit Volume 1 Out Now,CF9-Web-Application-Construction-Kit-Volume-1-Out-Now,"<p>Ben Forta, Raymond Camden and Charlie Arehart have released the first volume of the <a title=""WACK"" href=""http://forta.com/books/032166034X/"">WACK</a> for ColdFusion 9. According to Ben Forta's blog, they waited to release the book until ColdFusion Builder was released.</p>
<p>I do not do much ColdFusion programming anymore, but these books are the defacto standard books for ColdFusion programming. Sometimes referred to as the ""Forta"" books, they are a must have if you use ColdFusion.</p>",2011-01-18 03:24:15.000,markdown
Nice Piece on UNF Game and Mobile Development Program,Nice-Piece-on-UNF-Game-and-Mobile-Development-Program,"<p>The Florida Times-Union has a nice <a href=""http://jacksonville.com/news/metro/2010-05-09/story/unf-creates-gaming-and-mobile-app-program-meet-booming-student-demand"">article</a> on a Game and Mobile development program at the University of North Florida. The article talks about a game that a friend of mine is developing called ""<a href=""http://www.google.com/url?sa=t&amp;source=web&amp;ct=res&amp;cd=2&amp;ved=0CBwQFjAB&amp;url=http%3A%2F%2Fwww.ascensionwar.com%2F2010%2F02%2Fwelcome-to-the-official-ascension-war-triumvirate-website%2F&amp;ei=CSHoS6GTO47glQeeh_3wAw&amp;usg=AFQjCNF26Q6VsDdhWuxDeU3qIS3tttjQcQ&amp;sig2=5vZFZNZBlCWOr4mWa6mM2A"">Ascension War: Triumvirate</a>"".</p>
<p>I am glad to see that UNF and other colleges are focusing on mobile applications. If you look at the number of people around the world who have mobile phones vs. a personal computers, many more have mobile phones. The future of client app development will be on mobile phones.</p>",2011-01-18 03:24:15.000,markdown
Steve Jobs blogs about Flash,Steve-Jobs-blogs-about-Flash,"<p>Steve Jobs does not have a blog, but he does have a website called Apple.com. He has posted his thoughts on Flash at the following URL:</p>
<p><a title=""Thoughts on Flash"" href=""http://www.apple.com/hotnews/thoughts-on-flash/"" target=""_blank"">http://www.apple.com/hotnews/thoughts-on-flash/</a></p>
<p>There has been some controversy on Apple not having a way of playing back Flash content on their mobile devices. I think the main reason is that the mobile devices have slower processors, and Flash would slow the device down. Other than JavaScript, Apple does not allow interpreted environments to run on top of their hardware. Flash like Java has a VM that it runs on top of, and Apple does not allow emulation.</p>
<p>I have written Flex/Flash based applications, and one of the things I like about Flash is that you can write applications that look and act the same on any platform. This does not necessary translate well to mobile devices. I think you are better off writting software for the platform for mobile devices. I have written iPhone applications using Objective-C. I know a lot of Actionscript developers are probably weary of learning a new language, but Objective-C is not that big of a transition.</p>
<p>Jobs mentioned that he thought that HTML5 makes Flash obsolete, but HTML5 even though it is an open standard, the MP4 video format is a proprietary. HTML5 is still an unfinished spec. I think it shows great promise, but the browser vendors will interpret the spec different ways. The nice thing about Flas is that it always looks and acts the same on different platforms.</p>",2011-01-18 03:24:15.000,markdown
"ColdFusion Builder Released, Only 8 Years too Late",ColdFusion-Builder-Released-Only-8-Years-too-Late,"<p>Adobe released <a title=""ColdFusion Builder 1.0"" href=""http://www.adobe.com/products/coldfusion/buy/#cfb"">ColdFusion Builder</a> 1.0 today. This is the first ColdFusion IDE since ColdFusion Studio back in the 90's.</p>
<p>This new IDE will cost $299.00, and includes the Flash Builder 4. You will be able to build Air apps with this IDE as well.</p>
<p>ColdFusion Builder is based on the Eclipse IDE, which has already been popular as a Java and ColdFusion editor already. You can install CF Builder as a stand alone IDE, or as a plugin to an existing version of Eclipse.</p>",2011-01-18 03:24:15.000,markdown
How not to Protest 101,How-not-to-Protest-101,"<p>Last week in Califiornia, and in other parts of the country students protested tuition hikes and budget cuts in their colleges and universities. In California where the state has a $20 billion budget shortfall, the students there protested by <a href=""http://www.kcra.com/education/22738602/detail.html"" target=""_blank"">holding up traffic</a>.</p>
<p>I am a firm believer in the First amendment, and for the rights of Americans to peaceably assemble. One of the goals of a protest is to sway people to your point of view. Holding up traffic does not achieve this goal. It turns people against you and your argument.</p>
<p>Traffic in California is already pretty bad. Running out into traffic on Interstate 80 just makes it much worse, and will turn the public against you and your argument. There are much more affective ways of protesting. Holding up traffic just makes the public think you are a narcissistic brat.</p>
<p>I would suggest actually looking at the state and school budgets, and making suggestions to you local state representives on how your tax dollars should be spent.</p>",2011-01-18 03:24:15.000,markdown
"I am on the Local News, and it was not Perp Walk",I-am-on-the-Local-News-and-it-was-not-Perp-Walk,"<p>I was walking through San Marco towards 1st Place Sports Friday afternoon, and I got stopped by a reporter. He asked me what I thought about a state proposal to add advertising to license plates to lower the cost of tag renewals. Here is my response;</p>
<p><a href=""http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=377664932&amp;mt=8"">http://www.news4jax.com/video/22759848/index.html</a></p>
<p>Here is a link to the story on the News4Jax web site;</p>
<p><a href=""http://www.news4jax.com/news/22759976/detail.html"">http://www.news4jax.com/news/22759976/detail.html</a></p>",2011-01-18 03:24:15.000,markdown
ASP.NET View Helper presentation tomorrow at JAXDUG,ASPNET-View-Helper-presentation-tomorrow-at-JAXDUG,"<p>Sayed Hashimi is presenting on view helper methods tomorrow at the <a href=""http://www.jaxdug.com"" target=""_blank"">Jacksonville Developers User Group</a>. The meetings are held at building 500 at the <a href=""http://maps.google.com/maps?q=9000+Southside+Blvd.+Jacksonville,+Fl.+32256&amp;oe=utf-8&amp;client=firefox-a&amp;ie=UTF8&amp;hq=&amp;hnear=9000+Southside+Blvd,+Jacksonville,+Duval,+Florida+32256&amp;gl=us&amp;ei=ZMaNS9OXCoyRtgePociDCw&amp;ved=0CAoQ8gEwAA&amp;z=16"" target=""_blank"">Bank of America Campus</a>.</p>
<p>Sayed currently is an engineer at LPS, and the author of several <a href=""http://www.amazon.com/Sayed-Ibrahim-Hashimi/e/B002BM214I/ref=sr_ntt_srch_lnk_1?_encoding=UTF8&amp;qid=1267582728&amp;sr=1-1"" target=""_blank"">books</a> on MSBuild. The meetings start at 6:00 PM.</p>
<p>&nbsp;</p>",2011-01-18 03:24:16.000,markdown
Blogging from 34000 Feet,Blogging-from-34000-Feet,"<p>I have never been on a flight with WiFi before. I am currently at 34000 feet over Kansas flying at 457 miles per hour. I think I paid around $10 for the access.</p>
<p>I have heard that this was coming, but this is my first flight with WiFi. 6n this Delta flight, they use a service called GoGoInflight.</p>",2011-01-18 03:24:16.000,markdown
Developing for the Apple iPad,Developing-for-the-Apple-iPad,"<p><a href=""http://www.fekke.com/blog/images/DevelopingfortheAppleiPad_DDBF/image.png""><img style=""border-right-width: 0px; display: inline; border-top-width: 0px; border-bottom-width: 0px; border-left-width: 0px"" title=""image"" src=""http://www.fekke.com/blog/images/DevelopingfortheAppleiPad_DDBF/image_thumb.png"" border=""0"" alt=""image"" width=""244"" height=""154"" /></a></p>
<p>Right now I only have one application on the Apple App Store, but I am planning on releasing more applications. According to Apple, iPhone applications will run unmodified on the iPad. Apple released a new SDK for the iPhone and iPad today.</p>
<p>The new iPhone/iPad SDK is version 3.2. Many speculated it would be version 4.0, but they may be saving those features for this Summer. The iPad will cost $499, $599 and $799 for the WiFi only versions, and $629, $729 and $829 for the WiFi/3G versions. Flash memory sizes will range from 16 GB to 64 GB.</p>",2011-01-18 03:24:16.000,markdown
jQuery 1.4: 14 Days of jQuery,jQuery-14-14-Days-of-jQuery,"<p>&#160;<a href=""http://www.fekke.com/blog/images/jQuery1.414DaysofjQuery_CDFC/logo_jquery_215x53.gif""><img style=""border-bottom: 0px; border-left: 0px; display: inline; border-top: 0px; border-right: 0px"" title=""logo_jquery_215x53"" border=""0"" alt=""logo_jquery_215x53"" src=""http://www.fekke.com/blog/images/jQuery1.414DaysofjQuery_CDFC/logo_jquery_215x53_thumb.gif"" width=""215"" height=""53"" /></a> </p>  <p>January 14 –28th are the 14 days of <a href=""http://jquery14.com/"" target=""_blank"">jQuery</a>. If you are not familiar with jQuery, it is a highly popular open source Javascript framework. Microsoft is now including jQuery with new editions of Visual Studio. John Resig and other developers are giving presentations on new features that are being included with version 1.4 at the <a href=""http://jquery14.com/"" target=""_blank"">14 days of jQuery</a> site.</p>  <p>One of the changes in this coming release is a new <a href=""http://api.jquery.com"" target=""_blank"">API documentation site</a> for jQuery. This site has a <a href=""http://api.jquery.com/category/version/1.4/"" target=""_blank"">listing</a> of the new and changed functions in jQuery.</p>",2011-01-18 03:24:16.000,markdown
Scott Guthrie on MVC 2 Model Validation,Scott-Guthrie-on-MVC-2-Model-Validation,"<p><a href=""http://weblogs.asp.net/scottgu/archive/2010/01/15/asp-net-mvc-2-model-validation.aspx"" target=""_blank"">Scott Guthrie</a> in his latest blog&nbsp; post explains one of the cool new features in ASP.NET MVC 2: Model Validation. MVC already had a way of validating that worked pretty well, but with MVC 2 has improved on this with new DataAnnotation Validation attributes.</p>
<pre class=""brush: csharp;"">using System;
using System.ComponentModel.DataAnnotations;

namespace fekkedotcomMVC.Models
{
    public class Person
    {        
        //Example of required attributes.        
        [Required(ErrorMessage=""First Name is required"")]
        public string FirstName { get; set; }

        [Required(ErrorMessage = ""Last Name is required"")]
        public string LastName { get; set; }

        [Required(ErrorMessage = ""Email is required"")]
        public string Email { get; set; }
    }
}</pre>
<p>There are also attributes for length and regular expressions. You can also add your own by extending one of the annotation classes.</p>",2011-01-20 01:12:18.000,markdown
Scott Guthrie on MVC 2 Model Validation,Scott-Guthrie-on-MVC-2-Model-Validation,"<p><a href=""http://weblogs.asp.net/scottgu/archive/2010/01/15/asp-net-mvc-2-model-validation.aspx"" target=""_blank"">Scott Guthrie</a> in his latest blog&nbsp; post explains one of the cool new features in ASP.NET MVC 2: Model Validation. MVC already had a way of validating that worked pretty well, but with MVC 2 has improved on this with new DataAnnotation Validation attributes.</p>
<pre class=""brush: csharp;"">using System;
using System.ComponentModel.DataAnnotations;

namespace fekkedotcomMVC.Models
{
    public class Person
    {        
        //Example of required attributes.        
        [Required(ErrorMessage=""First Name is required"")]
        public string FirstName { get; set; }

        [Required(ErrorMessage = ""Last Name is required"")]
        public string LastName { get; set; }

        [Required(ErrorMessage = ""Email is required"")]
        public string Email { get; set; }
    }
}</pre>
<p>There are also attributes for length and regular expressions. You can also add your own by extending one of the annotation classes.</p>",2011-01-20 01:12:18.000,markdown
Scott Guthrie on MVC 2 Model Validation,Scott-Guthrie-on-MVC-2-Model-Validation,"<p><a href=""http://weblogs.asp.net/scottgu/archive/2010/01/15/asp-net-mvc-2-model-validation.aspx"" target=""_blank"">Scott Guthrie</a> in his latest blog&nbsp; post explains one of the cool new features in ASP.NET MVC 2: Model Validation. MVC already had a way of validating that worked pretty well, but with MVC 2 has improved on this with new DataAnnotation Validation attributes.</p>
<pre class=""brush: csharp;"">using System;
using System.ComponentModel.DataAnnotations;

namespace fekkedotcomMVC.Models
{
    public class Person
    {        
        //Example of required attributes.        
        [Required(ErrorMessage=""First Name is required"")]
        public string FirstName { get; set; }

        [Required(ErrorMessage = ""Last Name is required"")]
        public string LastName { get; set; }

        [Required(ErrorMessage = ""Email is required"")]
        public string Email { get; set; }
    }
}</pre>
<p>There are also attributes for length and regular expressions. You can also add your own by extending one of the annotation classes.</p>",2011-01-20 01:12:18.000,markdown
Scott Guthrie on MVC 2 Model Validation,Scott-Guthrie-on-MVC-2-Model-Validation,"<p><a href=""http://weblogs.asp.net/scottgu/archive/2010/01/15/asp-net-mvc-2-model-validation.aspx"" target=""_blank"">Scott Guthrie</a> in his latest blog&nbsp; post explains one of the cool new features in ASP.NET MVC 2: Model Validation. MVC already had a way of validating that worked pretty well, but with MVC 2 has improved on this with new DataAnnotation Validation attributes.</p>
<pre class=""brush: csharp;"">using System;
using System.ComponentModel.DataAnnotations;

namespace fekkedotcomMVC.Models
{
    public class Person
    {        
        //Example of required attributes.        
        [Required(ErrorMessage=""First Name is required"")]
        public string FirstName { get; set; }

        [Required(ErrorMessage = ""Last Name is required"")]
        public string LastName { get; set; }

        [Required(ErrorMessage = ""Email is required"")]
        public string Email { get; set; }
    }
}</pre>
<p>There are also attributes for length and regular expressions. You can also add your own by extending one of the annotation classes.</p>",2011-01-20 01:12:18.000,markdown
Scott Guthrie on MVC 2 Model Validation,Scott-Guthrie-on-MVC-2-Model-Validation,"<p><a href=""http://weblogs.asp.net/scottgu/archive/2010/01/15/asp-net-mvc-2-model-validation.aspx"" target=""_blank"">Scott Guthrie</a> in his latest blog&nbsp; post explains one of the cool new features in ASP.NET MVC 2: Model Validation. MVC already had a way of validating that worked pretty well, but with MVC 2 has improved on this with new DataAnnotation Validation attributes.</p>
<pre class=""brush: csharp;"">using System;
using System.ComponentModel.DataAnnotations;

namespace fekkedotcomMVC.Models
{
    public class Person
    {        
        //Example of required attributes.        
        [Required(ErrorMessage=""First Name is required"")]
        public string FirstName { get; set; }

        [Required(ErrorMessage = ""Last Name is required"")]
        public string LastName { get; set; }

        [Required(ErrorMessage = ""Email is required"")]
        public string Email { get; set; }
    }
}</pre>
<p>There are also attributes for length and regular expressions. You can also add your own by extending one of the annotation classes.</p>",2011-01-20 01:12:18.000,markdown
Scott Guthrie on MVC 2 Model Validation,Scott-Guthrie-on-MVC-2-Model-Validation,"<p><a href=""http://weblogs.asp.net/scottgu/archive/2010/01/15/asp-net-mvc-2-model-validation.aspx"" target=""_blank"">Scott Guthrie</a> in his latest blog&nbsp; post explains one of the cool new features in ASP.NET MVC 2: Model Validation. MVC already had a way of validating that worked pretty well, but with MVC 2 has improved on this with new DataAnnotation Validation attributes.</p>
<pre class=""brush: csharp;"">using System;
using System.ComponentModel.DataAnnotations;

namespace fekkedotcomMVC.Models
{
    public class Person
    {        
        //Example of required attributes.        
        [Required(ErrorMessage=""First Name is required"")]
        public string FirstName { get; set; }

        [Required(ErrorMessage = ""Last Name is required"")]
        public string LastName { get; set; }

        [Required(ErrorMessage = ""Email is required"")]
        public string Email { get; set; }
    }
}</pre>
<p>There are also attributes for length and regular expressions. You can also add your own by extending one of the annotation classes.</p>",2011-01-20 01:12:18.000,markdown
